State;Account Length;Area Code;Phone;Int'l Plan;VMail Plan;VMail Message;Day Mins;Day Calls;Day Charge;Eve Mins;Eve Calls;Eve Charge;Night Mins;Night Calls;Night Charge;Intl Mins;Intl Calls;Intl Charge;CustServ Calls;Churn?
ID;144;415;402-3476;no;yes;33;251.600000;87;42.770000;197.600000;118;16.800000;209.200000;97;9.410000;12.200000;3;3.290000;2;
ID;82;510;405-7204;no;yes;34;232.600000;121;39.540000;153.200000;115;13.020000;286.700000;77;12.900000;4.700000;3;1.270000;3;
ID;99;415;406-7261;no;no;0;145.600000;106;24.750000;98.300000;106;8.360000;230.800000;83;10.390000;10.900000;5;2.940000;1;
ID;153;415;410-5963;no;yes;22;167.700000;104;28.510000;246.800000;91;20.980000;203.900000;117;9.180000;7.500000;11;2.030000;1;
ID;116;510;414-7090;yes;yes;29;162.300000;91;27.590000;279.300000;79;23.740000;192.700000;131;8.670000;11.700000;2;3.160000;3;
ID;92;415;417-4063;no;yes;23;167.400000;83;28.460000;258.600000;129;21.980000;116.400000;110;5.240000;11.200000;3;3.020000;4;
ID;148;510;421-1469;no;yes;14;93.600000;137;15.910000;193.800000;72;16.470000;144.900000;84;6.520000;17.500000;5;4.730000;1;
IL;71;510;330-7137;yes;no;0;186.100000;114;31.640000;198.600000;140;16.880000;206.500000;80;9.290000;13.800000;5;3.730000;4;
IL;142;415;334-2800;no;yes;38;163.300000;104;27.760000;136.000000;114;11.560000;249.100000;127;11.210000;4.300000;6;1.160000;0;
IL;123;408;337-3932;no;no;0;114.800000;94;19.520000;150.000000;104;12.750000;268.600000;119;12.090000;9.600000;4;2.590000;2;
IL;68;415;340-6908;yes;yes;29;195.500000;113;33.240000;171.600000;96;14.590000;204.000000;85;9.180000;13.500000;9;3.650000;1;
IL;16;415;342-2013;yes;no;0;110.000000;91;18.700000;147.300000;75;12.520000;190.500000;73;8.570000;6.400000;7;1.730000;0;
IL;86;510;342-7716;no;yes;16;144.800000;105;24.620000;206.200000;111;17.530000;255.400000;117;11.490000;11.600000;2;3.130000;4;
IL;151;415;347-5843;yes;no;0;198.700000;70;33.780000;209.500000;106;17.810000;281.900000;126;12.690000;12.400000;4;3.350000;0;
IL;137;408;352-5787;yes;no;0;237.300000;103;40.340000;176.700000;84;15.020000;263.400000;81;11.850000;14.200000;4;3.830000;0;
IL;117;415;372-1115;no;no;0;201.900000;86;34.320000;212.300000;96;18.050000;176.900000;98;7.960000;7.800000;10;2.110000;1;
IL;117;408;373-9108;no;no;0;119.000000;82;20.230000;187.500000;108;15.940000;189.300000;97;8.520000;11.500000;3;3.110000;1;
IL;81;415;375-3658;no;yes;31;210.400000;100;35.770000;225.500000;97;19.170000;168.700000;120;7.590000;9.700000;4;2.620000;0;
IL;84;510;378-1303;no;no;0;181.500000;129;30.860000;130.700000;112;11.110000;186.500000;118;8.390000;8.500000;4;2.300000;1;
IL;90;415;378-7299;no;yes;29;185.600000;106;31.550000;219.700000;113;18.670000;152.100000;120;6.840000;11.100000;5;3.000000;2;
IL;89;415;380-4080;yes;yes;19;112.600000;114;19.140000;261.700000;132;22.240000;123.500000;116;5.560000;11.100000;2;3.000000;0;
IL;134;408;382-9447;no;no;0;183.800000;111;31.250000;123.500000;92;10.500000;160.700000;105;7.230000;6.100000;2;1.650000;1;
IL;151;408;386-5303;no;no;0;175.300000;106;29.800000;144.300000;87;12.270000;160.200000;88;7.210000;11.800000;5;3.190000;0;
IL;85;415;391-2022;no;yes;29;144.600000;97;24.580000;140.000000;102;11.900000;165.400000;148;7.440000;10.900000;3;2.940000;1;
IL;131;510;394-9984;no;no;0;263.400000;123;44.780000;151.900000;74;12.910000;218.500000;101;9.830000;10.700000;2;2.890000;2;
IL;129;415;395-1718;no;no;0;198.400000;91;33.730000;264.700000;106;22.500000;111.400000;101;5.010000;9.200000;2;2.480000;2;
IL;148;408;395-9270;no;yes;25;230.700000;102;39.220000;233.800000;109;19.870000;215.800000;90;9.710000;13.500000;2;3.650000;3;
IL;31;415;396-5790;no;yes;28;210.500000;101;35.790000;250.500000;86;21.290000;241.600000;125;10.870000;11.500000;2;3.110000;1;
IL;71;415;397-8051;no;no;0;207.000000;112;35.190000;173.800000;96;14.770000;178.400000;61;8.030000;12.100000;3;3.270000;1;
IL;74;510;398-5954;no;yes;27;154.100000;122;26.200000;195.300000;150;16.600000;276.700000;86;12.450000;13.200000;2;3.560000;4;
IL;183;510;399-1750;no;no;0;108.300000;87;18.410000;183.600000;116;15.610000;176.600000;109;7.950000;13.500000;2;3.650000;0;
IL;76;510;400-8952;no;no;0;186.100000;96;31.640000;211.600000;100;17.990000;230.600000;100;10.380000;8.000000;4;2.160000;0;
IL;130;415;403-5279;no;no;0;155.900000;95;26.500000;256.100000;97;21.770000;262.900000;103;11.830000;11.700000;3;3.160000;3;
IL;58;415;404-9348;yes;yes;43;142.800000;96;24.280000;272.300000;100;23.150000;193.400000;105;8.700000;8.900000;4;2.400000;1;
IL;138;408;405-2209;yes;no;0;268.400000;81;45.630000;174.400000;115;14.820000;193.500000;96;8.710000;11.600000;4;3.130000;1;
IL;142;415;416-8428;no;no;0;84.800000;95;14.420000;136.700000;63;11.620000;250.500000;148;11.270000;14.200000;6;3.830000;2;
IN;77;408;328-7252;no;no;0;185.900000;95;31.600000;212.000000;98;18.020000;282.300000;81;12.700000;11.300000;4;3.050000;3;
IN;108;510;329-1955;no;no;0;293.000000;88;49.810000;160.600000;101;13.650000;143.900000;87;6.480000;10.000000;6;2.700000;2;
IN;65;415;329-6603;no;no;0;129.100000;137;21.950000;228.500000;83;19.420000;208.800000;111;9.400000;12.700000;6;3.430000;4;
IN;156;510;329-8669;no;no;0;237.700000;122;40.410000;181.500000;91;15.430000;185.700000;151;8.360000;7.700000;4;2.080000;1;
IN;68;510;330-9354;no;no;0;249.900000;127;42.480000;254.500000;118;21.630000;273.200000;98;12.290000;8.900000;6;2.400000;2;
IN;130;408;334-9818;no;no;0;115.600000;129;19.650000;167.800000;104;14.260000;141.800000;124;6.380000;12.600000;9;3.400000;1;
IN;122;408;336-3819;no;no;0;296.400000;99;50.390000;214.800000;89;18.260000;133.900000;107;6.030000;11.400000;3;3.080000;4;
IN;48;510;342-6696;no;no;0;300.400000;94;51.070000;133.200000;103;11.320000;197.400000;94;8.880000;7.200000;5;1.940000;2;
IN;51;510;348-1359;no;no;0;214.800000;94;36.520000;149.700000;58;12.720000;283.400000;66;12.750000;10.200000;5;2.750000;0;
IN;69;510;348-1592;no;no;0;135.400000;101;23.020000;238.100000;124;20.240000;195.600000;102;8.800000;10.600000;2;2.860000;1;
IN;115;408;348-7224;no;no;0;146.700000;128;24.940000;106.200000;74;9.030000;197.700000;104;8.900000;11.100000;4;3.000000;2;
IN;166;510;350-6759;no;no;0;204.200000;115;34.710000;179.900000;152;15.290000;216.800000;109;9.760000;9.500000;5;2.570000;1;
IN;113;415;353-6007;no;no;0;209.400000;151;35.600000;347.300000;113;29.520000;246.000000;116;11.070000;7.400000;2;2.000000;1;
IN;88;415;354-7201;no;no;0;183.500000;93;31.200000;170.500000;80;14.490000;193.800000;88;8.720000;8.300000;5;2.240000;3;
IN;141;415;354-7718;no;yes;39;116.900000;127;19.870000;276.500000;88;23.500000;289.900000;125;13.050000;12.300000;2;3.320000;0;
IN;96;415;356-9187;no;yes;45;248.800000;124;42.300000;140.300000;77;11.930000;263.600000;102;11.860000;10.300000;2;2.780000;3;
IN;86;510;357-7893;no;no;0;216.300000;96;36.770000;266.300000;77;22.640000;214.000000;110;9.630000;4.500000;3;1.220000;0;
IN;108;415;358-2046;no;no;0;201.100000;101;34.190000;170.700000;86;14.510000;237.400000;113;10.680000;11.600000;3;3.130000;3;
IN;94;510;360-5794;no;no;0;245.000000;112;41.650000;180.400000;91;15.330000;262.900000;105;11.830000;9.700000;6;2.620000;1;
IN;130;408;360-9005;no;yes;30;185.000000;117;31.450000;249.500000;141;21.210000;157.800000;103;7.100000;7.400000;7;2.000000;0;
IN;205;510;361-5864;no;no;0;49.900000;123;8.480000;150.700000;81;12.810000;188.200000;67;8.470000;10.100000;4;2.730000;2;
IN;117;415;362-5899;no;no;0;118.400000;126;20.130000;249.300000;97;21.190000;227.000000;56;10.220000;13.600000;3;3.670000;5;
IN;114;408;362-8886;no;no;0;203.800000;85;34.650000;87.800000;110;7.460000;166.200000;122;7.480000;11.700000;4;3.160000;1;
IN;189;510;363-2407;no;no;0;219.900000;80;37.380000;143.300000;117;12.180000;130.600000;69;5.880000;11.700000;7;3.160000;1;
IN;81;408;363-5947;no;no;0;175.500000;67;29.840000;249.300000;85;21.190000;270.200000;98;12.160000;10.200000;3;2.750000;1;
IN;100;415;364-2166;no;yes;33;218.700000;104;37.180000;155.000000;144;13.180000;99.000000;117;4.460000;12.100000;4;3.270000;1;
IN;110;415;364-9059;no;no;0;151.800000;106;25.810000;138.000000;126;11.730000;233.500000;112;10.510000;11.200000;8;3.020000;3;
IN;100;510;367-4277;no;no;0;247.800000;117;42.130000;130.000000;95;11.050000;134.300000;125;6.040000;6.900000;2;1.860000;1;
IN;46;415;368-9751;no;yes;34;191.400000;102;32.540000;361.800000;96;30.750000;147.500000;132;6.640000;7.200000;2;1.940000;1;
IN;115;415;370-9622;no;no;0;226.400000;101;38.490000;276.800000;60;23.530000;213.400000;82;9.600000;12.300000;4;3.320000;3;
IN;148;415;371-2418;no;yes;26;158.700000;91;26.980000;160.500000;127;13.640000;218.300000;88;9.820000;9.900000;3;2.670000;1;
IN;104;408;382-2026;no;no;0;280.400000;127;47.670000;179.400000;79;15.250000;150.600000;77;6.780000;15.200000;6;4.100000;5;
IN;119;510;382-4952;no;no;0;154.500000;129;26.270000;193.600000;87;16.460000;180.900000;145;8.140000;13.400000;3;3.620000;2;
IN;68;415;386-9724;no;no;0;222.100000;107;37.760000;199.400000;102;16.950000;162.400000;107;7.310000;9.400000;3;2.540000;2;
IN;154;510;389-2631;no;yes;32;192.300000;82;32.690000;165.300000;134;14.050000;205.000000;74;9.230000;9.000000;1;2.430000;2;
IN;72;510;391-1499;no;no;0;287.400000;116;48.860000;235.300000;126;20.000000;292.100000;114;13.140000;5.000000;3;1.350000;4;
IN;99;415;397-8512;yes;no;0;197.200000;127;33.520000;156.000000;92;13.260000;204.100000;99;9.180000;9.900000;6;2.670000;4;
IN;94;408;402-1251;no;no;0;157.900000;105;26.840000;155.000000;101;13.180000;189.600000;84;8.530000;8.000000;5;2.160000;4;
IN;58;415;406-8445;no;yes;22;224.100000;127;38.100000;238.800000;85;20.300000;174.200000;86;7.840000;11.500000;7;3.110000;2;
IN;88;415;408-4870;yes;yes;25;288.500000;114;49.050000;203.400000;74;17.290000;228.400000;117;10.280000;13.000000;5;3.510000;1;
IN;129;415;415-4564;no;no;0;137.800000;120;23.430000;225.800000;110;19.190000;145.200000;95;6.530000;10.200000;6;2.750000;1;
KS;137;415;329-4474;no;yes;19;175.300000;96;29.800000;241.300000;146;20.510000;211.400000;109;9.510000;7.800000;2;2.110000;0;
KS;123;415;332-2126;no;no;0;163.100000;119;27.730000;249.400000;51;21.200000;168.200000;77;7.570000;9.000000;10;2.430000;1;
KS;130;510;332-9446;no;no;0;154.000000;95;26.180000;205.900000;106;17.500000;233.700000;75;10.520000;12.900000;1;3.480000;1;
KS;166;415;334-9163;yes;yes;28;175.800000;126;29.890000;253.600000;76;21.560000;128.500000;72;5.780000;11.400000;5;3.080000;1;
KS;74;415;336-7357;no;yes;32;174.600000;107;29.680000;310.600000;115;26.400000;234.700000;92;10.560000;9.000000;4;2.430000;1;
KS;86;408;339-2616;no;yes;23;225.500000;107;38.340000;246.300000;105;20.940000;245.700000;81;11.060000;9.800000;2;2.650000;0;
KS;149;510;340-3500;no;no;0;217.700000;91;37.010000;273.500000;74;23.250000;226.900000;99;10.210000;9.600000;3;2.590000;3;
KS;87;510;343-3961;no;no;0;115.400000;90;19.620000;262.600000;68;22.320000;245.700000;69;11.060000;13.100000;5;3.540000;2;
KS;137;415;346-8581;no;no;0;230.200000;113;39.130000;220.400000;79;18.730000;204.700000;111;9.210000;10.700000;7;2.890000;4;
KS;163;415;347-4112;no;no;0;191.300000;89;32.520000;193.900000;87;16.480000;268.400000;121;12.080000;12.800000;4;3.460000;1;
KS;110;510;354-2434;no;no;0;208.000000;69;35.360000;95.100000;94;8.080000;178.500000;129;8.030000;8.000000;11;2.160000;1;
KS;107;415;354-6942;no;no;0;260.500000;108;44.290000;102.400000;110;8.700000;129.700000;148;5.840000;9.800000;5;2.650000;1;
KS;68;415;363-3486;no;no;0;207.600000;68;35.290000;251.600000;123;21.390000;191.600000;100;8.620000;10.900000;6;2.940000;2;
KS;138;510;363-8715;no;yes;26;183.900000;83;31.260000;240.700000;93;20.460000;185.700000;125;8.360000;15.000000;3;4.050000;1;
KS;36;510;368-8835;no;no;0;178.600000;83;30.360000;213.100000;103;18.110000;198.000000;119;8.910000;10.900000;5;2.940000;1;
KS;70;415;369-9465;no;no;0;222.800000;114;37.880000;215.900000;113;18.350000;223.500000;122;10.060000;0.000000;0;0.000000;1;
KS;124;415;371-6990;no;no;0;158.600000;104;26.960000;211.200000;77;17.950000;179.300000;104;8.070000;10.200000;8;2.750000;3;
KS;121;408;373-5438;no;no;0;150.700000;105;25.620000;197.300000;133;16.770000;169.000000;116;7.610000;9.200000;15;2.480000;1;
KS;116;510;377-7107;no;no;0;189.500000;90;32.220000;189.800000;118;16.130000;205.800000;83;9.260000;13.100000;2;3.540000;1;
KS;123;415;378-2432;no;no;0;140.000000;106;23.800000;153.700000;101;13.060000;50.100000;87;2.250000;12.500000;1;3.380000;2;
KS;126;408;379-8681;no;no;0;321.300000;99;54.620000;167.900000;93;14.270000;193.600000;106;8.710000;8.000000;4;2.160000;1;
KS;43;415;381-9367;no;no;0;27.000000;117;4.590000;160.900000;97;13.680000;279.500000;96;12.580000;10.700000;3;2.890000;3;
KS;128;415;382-4657;no;yes;25;265.100000;110;45.070000;197.400000;99;16.780000;244.700000;91;11.010000;10.000000;3;2.700000;1;
KS;67;408;383-1431;no;no;0;201.400000;101;34.240000;97.600000;122;8.300000;202.500000;119;9.110000;7.000000;3;1.890000;0;
KS;110;415;383-1657;yes;no;0;293.300000;79;49.860000;188.500000;90;16.020000;266.900000;91;12.010000;14.500000;4;3.920000;0;
KS;79;415;383-8807;no;no;0;177.900000;83;30.240000;167.300000;84;14.220000;223.700000;142;10.070000;15.200000;8;4.100000;0;
KS;119;415;384-4595;no;no;0;231.500000;82;39.360000;266.900000;97;22.690000;211.000000;118;9.490000;7.400000;10;2.000000;1;
KS;73;408;385-2370;no;no;0;194.800000;112;33.120000;167.200000;85;14.210000;100.300000;61;4.510000;10.800000;6;2.920000;1;
KS;117;510;385-3263;no;yes;25;216.000000;140;36.720000;224.100000;69;19.050000;267.900000;112;12.060000;11.800000;4;3.190000;0;
KS;128;510;397-9486;no;no;0;268.100000;95;45.580000;120.500000;126;10.240000;220.800000;121;9.940000;14.400000;6;3.890000;2;
KS;88;415;398-8801;no;no;0;189.800000;111;32.270000;197.300000;101;16.770000;234.500000;111;10.550000;14.900000;3;4.020000;2;
KS;131;415;401-5012;no;yes;28;249.600000;87;42.430000;227.200000;138;19.310000;239.900000;92;10.800000;7.600000;3;2.050000;3;
KS;143;408;407-2081;no;yes;24;186.600000;69;31.720000;222.000000;116;18.870000;234.900000;138;10.570000;11.600000;5;3.130000;1;
KS;167;415;409-4734;no;no;0;131.600000;120;22.370000;211.300000;96;17.960000;168.300000;97;7.570000;11.100000;4;3.000000;4;
KS;101;510;413-1061;no;yes;25;144.100000;144;24.500000;167.600000;105;14.250000;240.000000;107;10.800000;14.500000;3;3.920000;1;
KS;68;510;414-9054;no;no;0;159.500000;123;27.120000;240.800000;93;20.470000;210.300000;76;9.460000;11.400000;3;3.080000;1;
KS;124;510;417-7736;no;yes;37;161.200000;109;27.400000;204.200000;79;17.360000;231.500000;87;10.420000;8.900000;4;2.400000;1;
KS;93;415;418-3135;no;no;0;266.000000;120;45.220000;130.100000;84;11.060000;165.800000;63;7.460000;13.100000;6;3.540000;3;
KY;125;408;328-3402;no;no;0;191.600000;115;32.570000;205.600000;108;17.480000;210.200000;123;9.460000;9.200000;3;2.480000;2;
KY;80;415;330-3008;no;no;0;220.000000;114;37.400000;207.700000;76;17.650000;168.400000;137;7.580000;12.100000;3;3.270000;2;
KY;107;415;330-4419;no;no;0;157.100000;79;26.710000;162.600000;124;13.820000;150.000000;138;6.750000;12.100000;6;3.270000;1;
KY;104;415;330-5255;no;no;0;130.500000;77;22.190000;131.200000;117;11.150000;264.700000;63;11.910000;13.000000;6;3.510000;0;
KY;60;408;334-2729;no;no;0;135.400000;134;23.020000;205.900000;85;17.500000;204.000000;103;9.180000;7.900000;4;2.130000;1;
KY;90;415;334-8817;no;no;0;193.700000;83;32.930000;154.200000;79;13.110000;299.000000;60;13.460000;12.700000;3;3.430000;1;
KY;75;415;341-1191;no;no;0;314.600000;102;53.480000;169.800000;86;14.430000;285.100000;100;12.830000;5.700000;3;1.540000;2;
KY;89;408;341-1594;no;no;0;192.100000;83;32.660000;163.600000;88;13.910000;169.700000;138;7.640000;6.100000;3;1.650000;0;
KY;124;415;341-3349;no;no;0;194.000000;103;32.980000;241.000000;116;20.490000;227.500000;153;10.240000;11.900000;5;3.210000;0;
KY;74;415;346-7302;no;yes;35;154.100000;104;26.200000;123.400000;84;10.490000;202.100000;57;9.090000;10.900000;9;2.940000;2;
KY;38;408;352-9947;no;yes;36;115.400000;98;19.620000;166.200000;83;14.130000;184.700000;79;8.310000;15.200000;6;4.100000;2;
KY;96;415;353-3223;no;yes;40;108.600000;90;18.460000;206.400000;154;17.540000;126.300000;118;5.680000;13.400000;4;3.620000;0;
KY;54;408;356-1420;no;no;0;159.800000;99;27.170000;264.000000;64;22.440000;115.700000;70;5.210000;9.700000;7;2.620000;2;
KY;39;415;359-4336;no;no;0;295.400000;126;50.220000;232.100000;117;19.730000;204.400000;123;9.200000;11.500000;2;3.110000;1;
KY;122;415;363-9969;no;no;0;168.300000;96;28.610000;87.600000;91;7.450000;247.200000;87;11.120000;8.400000;6;2.270000;1;
KY;74;510;368-7555;yes;no;0;125.800000;103;21.390000;207.700000;96;17.650000;207.400000;143;9.330000;14.100000;4;3.810000;1;
KY;73;408;369-7295;no;no;0;94.900000;121;16.130000;253.200000;83;21.520000;175.100000;86;7.880000;14.200000;2;3.830000;2;
KY;126;510;375-1721;no;no;0;175.400000;120;29.820000;98.300000;71;8.360000;201.900000;93;9.090000;10.600000;1;2.860000;0;
KY;106;510;379-2523;no;yes;9;88.500000;100;15.050000;324.800000;109;27.610000;79.900000;86;3.600000;8.200000;4;2.210000;3;
KY;115;510;380-5102;no;no;0;99.700000;107;16.950000;145.100000;96;12.330000;149.400000;99;6.720000;14.100000;4;3.810000;2;
KY;109;415;384-6372;no;no;0;175.600000;80;29.850000;238.000000;94;20.230000;198.400000;103;8.930000;10.200000;6;2.750000;1;
KY;113;415;385-4715;no;no;0;215.600000;96;36.650000;193.400000;127;16.440000;105.400000;115;4.740000;13.500000;3;3.650000;1;
KY;110;510;388-9464;no;no;0;99.400000;62;16.900000;275.000000;86;23.380000;212.100000;94;9.540000;16.700000;3;4.510000;2;
KY;147;408;396-2945;no;no;0;212.800000;79;36.180000;204.100000;91;17.350000;156.200000;113;7.030000;10.200000;2;2.750000;1;
KY;151;408;396-8265;no;yes;17;214.700000;97;36.500000;138.500000;90;11.770000;169.100000;44;7.610000;8.600000;4;2.320000;1;
KY;95;408;401-7594;no;no;0;135.000000;99;22.950000;183.600000;106;15.610000;245.300000;102;11.040000;12.500000;9;3.380000;1;
KY;88;415;405-8075;no;no;0;148.200000;82;25.190000;308.700000;67;26.240000;235.400000;79;10.590000;6.400000;4;1.730000;2;
KY;119;510;411-7649;no;no;0;222.800000;122;37.880000;163.200000;107;13.870000;160.600000;112;7.230000;11.200000;6;3.020000;1;
KY;21;415;412-1991;no;no;0;92.600000;95;15.740000;161.900000;70;13.760000;285.000000;78;12.830000;11.300000;3;3.050000;5;
KY;155;510;413-2201;no;no;0;184.600000;102;31.380000;196.000000;117;16.660000;226.500000;122;10.190000;7.800000;1;2.110000;1;
KY;135;510;414-2663;no;no;0;144.100000;115;24.500000;249.800000;68;21.230000;211.400000;82;9.510000;13.600000;3;3.670000;1;
KY;43;408;417-6683;no;no;0;177.200000;93;30.120000;142.600000;60;12.120000;314.100000;144;14.130000;12.700000;2;3.430000;4;
KY;95;510;417-9278;no;no;0;157.300000;116;26.740000;197.500000;77;16.790000;128.200000;111;5.770000;8.400000;4;2.270000;2;
KY;72;415;418-8770;no;no;0;198.400000;147;33.730000;216.900000;121;18.440000;112.800000;125;5.080000;13.100000;4;3.540000;0;
LA;43;415;330-2849;no;no;0;241.900000;101;41.120000;129.400000;121;11.000000;264.800000;104;11.920000;5.900000;3;1.590000;1;
LA;93;415;337-9345;no;no;0;179.300000;93;30.480000;178.600000;98;15.180000;225.200000;131;10.130000;11.500000;6;3.110000;3;
LA;124;510;348-4316;no;no;0;143.300000;120;24.360000;230.700000;111;19.610000;214.300000;91;9.640000;7.800000;2;2.110000;4;
LA;155;408;353-4880;no;yes;39;183.300000;106;31.160000;205.100000;101;17.430000;263.700000;90;11.870000;5.100000;7;1.380000;1;
LA;82;415;353-5557;no;no;0;197.700000;101;33.610000;127.600000;83;10.850000;142.100000;103;6.390000;13.500000;3;3.650000;1;
LA;75;510;358-9898;yes;no;0;153.200000;78;26.040000;210.800000;99;17.920000;153.500000;100;6.910000;7.800000;3;2.110000;1;
LA;133;415;360-7079;no;no;0;216.200000;67;36.750000;222.200000;133;18.890000;192.000000;95;8.640000;3.100000;1;0.840000;2;
LA;111;415;367-2227;no;yes;28;128.800000;104;21.900000;157.300000;52;13.370000;147.400000;76;6.630000;10.300000;2;2.780000;2;
LA;40;510;367-9257;no;no;0;109.400000;107;18.600000;244.700000;102;20.800000;276.900000;123;12.460000;7.100000;7;1.920000;0;
LA;53;415;370-8023;no;no;0;145.100000;116;24.670000;233.700000;82;19.860000;208.700000;95;9.390000;7.900000;5;2.130000;2;
LA;94;415;371-3236;no;no;0;212.100000;98;36.060000;189.400000;89;16.100000;352.200000;95;15.850000;8.400000;5;2.270000;3;
LA;163;408;371-5875;no;yes;23;224.000000;126;38.080000;233.500000;89;19.850000;293.900000;104;13.230000;8.800000;4;2.380000;1;
LA;67;510;373-6784;no;no;0;310.400000;97;52.770000;66.500000;123;5.650000;246.500000;99;11.090000;9.200000;10;2.480000;4;
LA;106;408;374-2073;no;no;0;220.700000;120;37.520000;270.200000;95;22.970000;121.600000;113;5.470000;8.700000;5;2.350000;1;
LA;108;510;380-7624;no;yes;30;276.600000;99;47.020000;220.100000;113;18.710000;177.900000;95;8.010000;9.800000;6;2.650000;2;
LA;150;415;381-4029;no;no;0;136.600000;112;23.220000;209.400000;81;17.800000;161.100000;78;7.250000;12.200000;2;3.290000;4;
LA;89;415;382-4024;no;no;0;141.100000;92;23.990000;249.100000;126;21.170000;136.000000;73;6.120000;10.800000;2;2.920000;2;
LA;123;415;382-7659;no;yes;33;146.600000;87;24.920000;114.800000;59;9.760000;220.400000;99;9.920000;2.900000;7;0.780000;0;
LA;62;415;385-1423;no;no;0;186.800000;94;31.760000;207.600000;92;17.650000;195.000000;98;8.780000;8.800000;4;2.380000;3;
LA;154;510;388-8670;no;no;0;166.900000;99;28.370000;154.900000;97;13.170000;189.400000;89;8.520000;7.200000;5;1.940000;0;
LA;13;415;388-9653;no;no;0;58.400000;121;9.930000;262.200000;64;22.290000;159.000000;115;7.150000;11.900000;5;3.210000;1;
LA;81;415;392-2722;no;yes;36;115.900000;120;19.700000;236.600000;95;20.110000;255.000000;90;11.480000;11.700000;6;3.160000;3;
LA;87;415;392-2887;no;no;0;228.700000;90;38.880000;163.000000;99;13.860000;154.100000;90;6.930000;11.800000;3;3.190000;1;
LA;151;408;401-3926;no;no;0;178.700000;116;30.380000;292.100000;138;24.830000;265.900000;101;11.970000;9.800000;4;2.650000;0;
LA;9;415;409-9885;no;yes;39;214.100000;108;36.400000;169.200000;115;14.380000;189.700000;117;8.540000;10.100000;3;2.730000;1;
LA;112;510;410-2518;no;no;0;174.500000;127;29.670000;259.300000;71;22.040000;170.500000;120;7.670000;11.300000;7;3.050000;1;
LA;99;415;411-2284;no;no;0;241.100000;72;40.990000;155.600000;98;13.230000;188.200000;109;8.470000;11.600000;10;3.130000;1;
LA;95;415;411-6294;no;no;0;141.100000;84;23.990000;211.400000;108;17.970000;103.700000;127;4.670000;5.900000;6;1.590000;3;
LA;91;408;413-4811;no;no;0;147.200000;121;25.020000;175.200000;87;14.890000;136.300000;80;6.130000;13.300000;3;3.590000;2;
LA;69;415;420-7692;no;yes;37;155.000000;98;26.350000;142.400000;105;12.100000;143.700000;117;6.470000;5.900000;4;1.590000;1;
MA;80;510;329-2918;no;no;0;149.800000;123;25.470000;276.300000;75;23.490000;241.400000;75;10.860000;10.900000;7;2.940000;2;
MA;39;408;332-2462;no;no;0;60.400000;158;10.270000;306.200000;120;26.030000;123.900000;46;5.580000;12.400000;3;3.350000;1;
MA;87;408;337-2986;no;no;0;186.900000;79;31.770000;182.600000;105;15.520000;143.100000;90;6.440000;4.200000;14;1.130000;1;
MA;80;408;337-7879;no;yes;36;190.300000;115;32.350000;256.600000;78;21.810000;214.900000;145;9.670000;3.800000;4;1.030000;1;
MA;93;415;341-7412;no;no;0;173.000000;131;29.410000;190.400000;108;16.180000;290.000000;66;13.050000;10.400000;2;2.810000;0;
MA;132;408;341-9274;no;yes;36;201.900000;93;34.320000;156.300000;75;13.290000;131.300000;92;5.910000;13.700000;5;3.700000;0;
MA;142;408;343-1009;no;no;0;216.800000;134;36.860000;187.800000;106;15.960000;138.100000;108;6.210000;8.300000;2;2.240000;0;
MA;132;415;343-5372;no;yes;25;113.200000;96;19.240000;269.900000;107;22.940000;229.100000;87;10.310000;7.100000;7;1.920000;2;
MA;108;415;347-7741;no;no;0;178.300000;137;30.310000;189.000000;76;16.070000;129.100000;102;5.810000;14.600000;5;3.940000;0;
MA;40;408;351-7005;no;yes;31;224.700000;69;38.200000;134.500000;81;11.430000;120.300000;104;5.410000;7.500000;5;2.030000;1;
MA;57;510;352-4541;no;no;0;154.200000;78;26.210000;196.700000;85;16.720000;253.500000;97;11.410000;10.100000;9;2.730000;1;
MA;78;415;353-3305;no;no;0;130.800000;64;22.240000;223.700000;116;19.010000;227.800000;108;10.250000;10.000000;5;2.700000;1;
MA;102;510;355-6560;yes;no;0;233.800000;103;39.750000;221.600000;131;18.840000;146.900000;106;6.610000;12.800000;3;3.460000;0;
MA;112;415;358-7379;no;yes;17;183.200000;95;31.140000;252.800000;125;21.490000;156.700000;95;7.050000;9.700000;3;2.620000;0;
MA;58;415;359-2740;no;yes;30;178.100000;111;30.280000;236.700000;109;20.120000;264.000000;118;11.880000;8.400000;2;2.270000;0;
MA;73;408;360-6309;no;no;0;94.100000;136;16.000000;280.300000;122;23.830000;205.000000;77;9.230000;9.800000;4;2.650000;0;
MA;166;415;363-4005;no;no;0;203.400000;81;34.580000;167.700000;110;14.250000;132.000000;124;5.940000;9.200000;5;2.480000;2;
MA;17;415;376-4705;yes;no;0;162.800000;118;27.680000;229.600000;91;19.520000;332.700000;94;14.970000;13.600000;3;3.670000;0;
MA;126;408;381-2745;no;yes;24;58.900000;125;10.010000;305.500000;90;25.970000;158.900000;73;7.150000;12.100000;6;3.270000;0;
MA;62;415;386-2810;yes;no;0;159.700000;86;27.150000;197.500000;76;16.790000;121.600000;105;5.470000;13.900000;6;3.750000;0;
